Age,Income,LoanAmount,CreditScore,Married,Education,Gender,Approved
21,101494,10185568,498,No,Non-Graduate,Female,1
61,277758,10203081,702,No,Graduate,Male,1
39,76866,10208483,716,No,Graduate,Male,0
30,177195,10214207,413,Yes,Graduate,Female,1
32,297342,10262881,496,No,Non-Graduate,Male,1
55,344464,10264769,448,No,Graduate,Female,1
39,113650,10300759,466,Yes,Graduate,Male,0
51,369173,10303122,763,No,Non-Graduate,Male,1
30,107980,10307650,745,Yes,Graduate,Female,0
52,309304,10316743,373,Yes,Non-Graduate,Female,1
49,161203,10319367,577,No,Graduate,Female,1
47,25796,10328435,374,Yes,Graduate,Male,0
43,382910,10352588,810,Yes,Non-Graduate,Female,1
27,171899,10357578,666,No,Non-Graduate,Female,1
61,210167,10357737,546,No,Non-Graduate,Female,1
38,164575,10377257,623,No,Graduate,Male,1
35,292869,10414819,449,Yes,Non-Graduate,Female,1
37,108207,10425643,703,No,Graduate,Female,0
41,315457,10458244,576,No,Graduate,Female,1
60,266331,10460652,372,Yes,Non-Graduate,Female,1
56,286907,10506324,726,No,Graduate,Male,1
26,237256,10594340,422,Yes,Graduate,Male,1
36,104577,10618191,720,Yes,Non-Graduate,Male,1
53,285660,10641835,530,Yes,Non-Graduate,Female,1
35,363154,10695090,383,Yes,Non-Graduate,Male,1
43,147536,10701219,384,Yes,Non-Graduate,Female,1
43,121827,10708925,598,No,Non-Graduate,Male,1
50,137116,10746236,700,Yes,Non-Graduate,Female,1
59,395233,10750829,489,Yes,Non-Graduate,Male,1
33,353404,10773861,740,No,Graduate,Male,1
35,134919,10781386,652,Yes,Non-Graduate,Male,1
39,286285,10782941,586,Yes,Non-Graduate,Female,1
43,33780,10816322,502,No,Non-Graduate,Male,0
47,201726,10816349,808,No,Non-Graduate,Female,1
60,24677,10861623,633,Yes,Non-Graduate,Female,0
24,339752,10887097,542,Yes,Graduate,Female,1
58,55315,10907502,431,Yes,Non-Graduate,Female,0
25,373972,10907788,591,No,Graduate,Male,1
56,177541,10915574,630,Yes,Graduate,Female,1
55,212453,10932181,677,No,Non-Graduate,Female,1
34,373330,10951880,849,No,Graduate,Male,1
55,127669,10988041,328,Yes,Graduate,Male,0
64,34274,10990068,749,Yes,Non-Graduate,Male,0
47,129381,11039513,491,Yes,Non-Graduate,Male,1
42,155895,11040140,668,No,Graduate,Male,1
51,374620,11041873,626,Yes,Non-Graduate,Male,1
52,328645,11057853,518,No,Non-Graduate,Female,1
23,302752,11064356,483,No,Non-Graduate,Female,1
35,90199,11065361,589,Yes,Non-Graduate,Female,0
49,247909,11071060,805,No,Graduate,Female,1
31,246179,11075829,309,Yes,Non-Graduate,Male,1
26,319563,11116789,634,Yes,Graduate,Male,1
31,189708,11188487,331,Yes,Graduate,Male,0
45,270449,11200124,417,Yes,Graduate,Male,1
46,328071,11247698,795,No,Graduate,Male,1
40,362176,11248504,382,Yes,Non-Graduate,Male,0
24,319340,11266100,347,Yes,Graduate,Female,0
21,379000,11276511,488,No,Graduate,Male,1
37,389556,11295878,636,Yes,Graduate,Female,1
41,266222,11315005,344,No,Non-Graduate,Female,1
43,183030,11347879,475,No,Non-Graduate,Male,0
28,358074,11384977,331,No,Graduate,Female,1
35,390635,11447533,836,No,Non-Graduate,Male,1
59,96298,11467860,440,Yes,Non-Graduate,Female,0
60,32467,11475773,506,No,Graduate,Female,0
47,313128,11500235,749,No,Non-Graduate,Male,1
53,173466,11508649,795,Yes,Graduate,Female,1
41,339849,11513817,505,Yes,Graduate,Male,0
40,162157,11514456,477,No,Graduate,Female,1
21,50341,11519800,431,Yes,Non-Graduate,Male,0
38,138558,11521503,330,No,Graduate,Male,0
38,259689,11532730,472,Yes,Non-Graduate,Female,1
56,141361,11542766,776,Yes,Graduate,Female,0
32,139156,11575462,579,Yes,Graduate,Male,1
23,72243,11605422,784,No,Graduate,Male,0
33,334533,11611645,707,Yes,Graduate,Male,1
54,270072,11617230,373,Yes,Graduate,Male,1
44,70255,11633796,745,No,Graduate,Male,0
58,54152,11662065,829,No,Graduate,Female,0
25,133604,11678300,514,Yes,Graduate,Female,1
42,350838,11689241,396,No,Non-Graduate,Female,1
59,32306,11699720,647,Yes,Non-Graduate,Female,0
54,374388,11711980,469,Yes,Non-Graduate,Male,1
58,49545,11739096,546,No,Non-Graduate,Female,0
39,277808,11753383,626,Yes,Non-Graduate,Male,1
27,183004,11774650,740,No,Graduate,Female,1
38,154563,11793445,454,No,Non-Graduate,Female,0
58,254955,11825651,692,Yes,Non-Graduate,Male,1
63,358551,11871743,362,Yes,Graduate,Male,1
59,192646,11889286,550,Yes,Graduate,Male,0
43,249991,11889882,544,No,Non-Graduate,Female,1
48,220417,11891412,485,Yes,Graduate,Female,1
50,39403,11937807,639,No,Non-Graduate,Female,0
63,170534,11940260,377,No,Graduate,Female,0
62,168469,11969322,516,No,Graduate,Female,1
56,285702,11970096,728,No,Non-Graduate,Male,1
36,246572,11976251,445,Yes,Non-Graduate,Female,1
62,374464,11993517,630,Yes,Non-Graduate,Female,1
59,52634,12022272,664,Yes,Graduate,Male,0
52,345145,12037950,741,No,Non-Graduate,Female,1
21,341768,12039233,539,No,Graduate,Female,1
36,368943,12052588,680,Yes,Non-Graduate,Female,1
22,233482,12054455,830,No,Graduate,Male,1
24,192903,12056500,642,No,Graduate,Female,1
53,281849,12074537,633,Yes,Non-Graduate,Male,1
49,271063,12083874,679,No,Non-Graduate,Male,0
43,258922,12086502,805,No,Non-Graduate,Female,1
35,274289,12086583,410,No,Graduate,Female,1
42,208262,12109015,322,No,Graduate,Female,1
26,113220,12149820,556,Yes,Graduate,Female,1
53,189524,12175951,573,No,Non-Graduate,Female,1
34,48477,12202062,494,No,Graduate,Male,1
23,53302,12216970,769,No,Non-Graduate,Female,0
25,74362,12220878,779,No,Non-Graduate,Male,0
52,78408,12249527,313,Yes,Non-Graduate,Female,0
28,182403,12268491,506,Yes,Graduate,Male,1
57,388863,12270515,541,No,Non-Graduate,Female,1
46,119270,12272024,454,No,Graduate,Male,0
52,140494,12287440,480,No,Graduate,Female,0
24,214717,12381798,819,Yes,Non-Graduate,Female,1
30,363932,12452674,826,No,Non-Graduate,Male,1
45,303126,12453843,562,Yes,Non-Graduate,Male,1
49,252682,12459164,799,Yes,Non-Graduate,Male,1
39,237508,12489210,387,No,Non-Graduate,Male,1
22,102203,12499289,785,No,Non-Graduate,Male,0
36,274767,12516080,375,No,Graduate,Female,1
64,125982,12522020,446,No,Non-Graduate,Female,0
52,188735,12523349,325,No,Non-Graduate,Male,0
39,382612,12575280,388,Yes,Non-Graduate,Male,1
41,312717,12613880,598,No,Graduate,Male,1
55,94854,12625087,525,Yes,Non-Graduate,Female,1
44,214716,12665740,601,Yes,Graduate,Female,1
30,42369,12679890,548,No,Graduate,Female,0
27,299078,12707499,720,No,Graduate,Male,1
58,217345,12710198,678,Yes,Graduate,Male,1
61,197229,12758964,667,Yes,Non-Graduate,Female,0
32,350090,12767810,636,Yes,Non-Graduate,Male,1
46,122780,12778876,384,No,Graduate,Male,1
57,182947,12789593,392,No,Non-Graduate,Male,0
43,180014,12815935,572,No,Graduate,Male,0
31,262262,12819213,619,No,Graduate,Male,1
45,49813,12835630,459,No,Graduate,Male,0
31,40056,12842377,589,Yes,Non-Graduate,Male,0
30,343751,12871408,541,No,Graduate,Male,1
62,370722,12882508,777,No,Non-Graduate,Male,1
30,141648,12893071,436,Yes,Non-Graduate,Male,0
45,146683,12922007,326,Yes,Graduate,Female,1
41,283312,12942674,696,No,Graduate,Female,1
25,46393,12959507,342,No,Non-Graduate,Female,0
24,173857,12984549,318,No,Graduate,Male,0
37,283068,13002054,374,Yes,Non-Graduate,Male,1
35,151379,13022949,823,Yes,Non-Graduate,Female,0
27,318073,13028325,635,Yes,Non-Graduate,Female,1
50,75612,13036765,599,Yes,Non-Graduate,Male,0
24,257890,13055088,835,Yes,Non-Graduate,Female,1
48,362864,13073930,788,No,Non-Graduate,Male,1
56,142035,13111446,688,Yes,Non-Graduate,Male,1
56,269084,13127447,619,No,Graduate,Male,1
24,180185,13141778,533,No,Non-Graduate,Male,0
52,162339,13188358,546,No,Graduate,Male,1
55,124188,13190114,765,Yes,Non-Graduate,Female,1
36,237394,13230459,675,No,Non-Graduate,Female,1
25,343894,13302599,642,Yes,Non-Graduate,Female,1
42,164926,13325702,374,No,Non-Graduate,Female,0
36,144954,13327681,316,No,Non-Graduate,Male,0
23,384271,13389659,323,Yes,Non-Graduate,Male,1
48,241468,13390190,810,No,Graduate,Male,1
60,229272,13417382,512,Yes,Non-Graduate,Male,0
23,348055,13422066,321,Yes,Graduate,Female,1
23,38807,13448654,592,No,Non-Graduate,Male,0
46,238976,13477149,713,No,Graduate,Male,1
60,324123,13492486,502,Yes,Graduate,Female,1
25,332916,13496194,705,Yes,Graduate,Male,1
44,73915,13497357,309,Yes,Graduate,Female,0
28,148938,13517165,366,No,Non-Graduate,Female,0
58,331741,13554707,747,No,Graduate,Male,1
46,283551,13574005,823,Yes,Graduate,Female,1
62,92902,13605880,395,Yes,Non-Graduate,Female,0
58,133793,13613581,314,No,Non-Graduate,Female,1
43,97606,13638984,659,Yes,Non-Graduate,Male,1
61,114977,13644586,332,No,Non-Graduate,Female,0
63,243279,13689946,502,No,Graduate,Male,0
25,143099,13702648,330,No,Non-Graduate,Male,1
61,172053,13735266,348,Yes,Graduate,Female,1
47,316952,13738195,841,Yes,Non-Graduate,Female,1
25,347891,13745021,320,No,Graduate,Male,1
55,175371,13757550,482,No,Graduate,Female,0
36,256836,13758382,511,No,Graduate,Male,1
30,348345,13762997,364,No,Graduate,Female,1
63,212898,13783042,554,No,Graduate,Female,0
22,96208,13786030,428,Yes,Graduate,Female,0
50,128443,13794330,565,No,Graduate,Female,1
30,257902,13800283,528,No,Non-Graduate,Female,1
37,256770,13836382,462,Yes,Graduate,Male,1
52,326606,13869696,430,No,Non-Graduate,Male,1
37,215929,13875640,729,Yes,Graduate,Male,1
60,251525,13925952,542,No,Graduate,Male,1
47,382578,13948736,618,Yes,Non-Graduate,Female,1
52,303028,13957082,764,Yes,Graduate,Male,1
50,85480,13975345,847,Yes,Non-Graduate,Male,1
44,191616,13980740,659,No,Non-Graduate,Female,1
22,64645,13985270,733,No,Non-Graduate,Female,1
31,157126,13989901,840,Yes,Graduate,Male,1
28,210545,13992694,470,Yes,Graduate,Male,1
56,389349,14020010,805,No,Non-Graduate,Male,1
63,80148,14020312,618,No,Graduate,Male,0
53,312441,14028356,729,No,Graduate,Female,1
39,220003,14034141,749,No,Graduate,Male,1
34,315276,14036520,735,Yes,Non-Graduate,Female,1
60,151632,14048009,515,Yes,Graduate,Male,0
26,48885,14071279,674,Yes,Graduate,Female,0
32,166768,14125491,481,No,Non-Graduate,Female,0
64,393994,14164683,525,Yes,Graduate,Female,1
33,375437,14170636,354,Yes,Non-Graduate,Male,1
52,348269,14198311,797,Yes,Non-Graduate,Female,1
64,289637,14202912,418,No,Graduate,Female,1
35,25636,14206710,702,Yes,Graduate,Female,0
29,149994,14224166,538,No,Graduate,Male,1
25,377226,14230331,444,No,Graduate,Male,1
23,315184,14238944,385,No,Non-Graduate,Male,0
51,289754,14271565,702,Yes,Graduate,Male,1
52,127584,14272957,622,No,Non-Graduate,Male,0
41,231127,14311576,358,No,Graduate,Male,1
43,220352,14321631,686,No,Non-Graduate,Female,1
50,339348,14380051,422,Yes,Graduate,Male,1
56,86354,14380931,839,No,Graduate,Female,0
38,287201,14387180,391,No,Graduate,Male,1
44,288733,14387746,384,Yes,Graduate,Female,1
21,269141,14413194,525,Yes,Graduate,Male,1
58,385520,14420098,768,Yes,Non-Graduate,Female,1
52,365072,14420703,541,No,Graduate,Male,1
23,203024,14442245,380,Yes,Non-Graduate,Male,0
45,21466,14454292,404,Yes,Non-Graduate,Male,0
23,298572,14469536,434,Yes,Non-Graduate,Female,1
25,279418,14470040,416,Yes,Graduate,Male,1
54,383675,14526676,420,Yes,Graduate,Female,1
31,212376,14579226,504,Yes,Non-Graduate,Female,1
61,246905,14587200,831,Yes,Non-Graduate,Female,1
55,362776,14604753,816,No,Graduate,Female,1
30,382120,14684301,651,Yes,Graduate,Male,1
48,202690,14710938,719,Yes,Non-Graduate,Female,1
28,123915,14717667,714,No,Graduate,Male,1
58,95504,14775065,327,No,Non-Graduate,Male,0
47,315830,14833516,675,Yes,Non-Graduate,Male,1
41,127044,14858268,746,No,Non-Graduate,Female,0
43,302229,14895447,455,Yes,Non-Graduate,Female,1
34,81715,14897035,455,No,Graduate,Male,0
41,293916,14928181,442,No,Graduate,Female,1
30,178097,14942920,603,No,Non-Graduate,Female,1
24,389942,14955225,564,No,Graduate,Female,1
33,370239,14999214,553,Yes,Non-Graduate,Female,1
56,218639,15015563,529,No,Graduate,Male,0
39,229097,15046750,683,No,Non-Graduate,Female,1
37,372600,15062662,692,Yes,Graduate,Female,1
64,255702,15100951,413,No,Non-Graduate,Female,1
54,151250,15109691,715,No,Non-Graduate,Female,1
50,261422,15174469,558,No,Graduate,Female,1
52,129779,15186259,734,Yes,Non-Graduate,Female,0
47,249638,15204144,586,No,Non-Graduate,Female,1
29,231230,15231492,520,Yes,Graduate,Female,1
26,182448,15243162,350,No,Graduate,Female,1
40,166800,15253680,574,No,Non-Graduate,Female,0
29,382681,15261348,781,Yes,Graduate,Female,1
54,266356,15265164,559,No,Graduate,Male,0
40,153177,15268732,842,Yes,Graduate,Male,1
25,139496,15305096,519,Yes,Non-Graduate,Male,1
53,350260,15343352,473,No,Graduate,Male,1
38,171791,15346642,819,Yes,Graduate,Male,1
24,40369,15358646,690,No,Non-Graduate,Female,1
22,329222,15372625,788,Yes,Non-Graduate,Male,1
64,32120,15375416,689,Yes,Non-Graduate,Female,0
21,163277,15384160,574,No,Non-Graduate,Male,0
35,346983,15461876,818,Yes,Graduate,Female,1
34,237912,15483403,536,No,Non-Graduate,Female,1
27,162226,15492856,521,Yes,Non-Graduate,Female,1
50,115864,15493602,557,Yes,Non-Graduate,Female,0
49,294541,15498221,705,No,Non-Graduate,Male,1
45,171738,15515393,498,Yes,Graduate,Female,0
48,392119,15538998,382,No,Graduate,Male,1
29,382544,15541310,639,Yes,Graduate,Female,1
38,131362,15557216,580,Yes,Graduate,Female,0
46,287687,15557488,719,No,Non-Graduate,Female,1
62,199965,15569641,832,No,Graduate,Male,1
58,320228,15572820,368,No,Graduate,Female,1
34,386330,15575219,607,No,Non-Graduate,Male,1
59,195295,15602059,537,No,Non-Graduate,Female,0
44,260491,15613533,830,No,Graduate,Male,1
50,134881,15624708,446,No,Non-Graduate,Male,0
61,326259,15653927,469,No,Non-Graduate,Male,1
61,380466,15654301,759,No,Graduate,Male,1
32,61846,15704202,340,No,Non-Graduate,Male,0
30,77241,15713000,313,No,Graduate,Male,0
57,220867,15743529,644,No,Non-Graduate,Female,1
29,364912,15755940,827,Yes,Non-Graduate,Male,1
29,355064,15817704,389,No,Graduate,Male,1
56,186393,15906106,345,No,Graduate,Female,0
41,252320,15925509,796,No,Non-Graduate,Female,1
49,196469,15946565,390,No,Graduate,Male,0
50,66233,15985814,426,No,Non-Graduate,Male,0
25,291733,15993239,418,No,Graduate,Female,1
48,227440,16020986,671,No,Non-Graduate,Male,1
26,146082,16028797,320,No,Graduate,Male,0
47,141136,16104140,570,No,Graduate,Male,0
35,137472,16118769,307,Yes,Non-Graduate,Female,0
45,127092,16192143,725,No,Graduate,Female,1
28,62438,16216833,373,No,Non-Graduate,Male,0
57,318088,16218313,722,No,Non-Graduate,Male,1
46,276228,16220635,814,No,Graduate,Male,1
42,340961,16233694,461,Yes,Non-Graduate,Male,1
59,243034,16247538,808,No,Graduate,Female,1
47,31962,16284309,313,No,Non-Graduate,Male,0
36,191635,16288720,635,No,Graduate,Female,0
58,378405,16298007,471,Yes,Graduate,Male,1
28,236775,16314297,524,No,Non-Graduate,Male,1
41,263768,16320733,457,Yes,Graduate,Male,1
35,182421,16389767,503,Yes,Non-Graduate,Male,0
22,245687,16424776,748,Yes,Non-Graduate,Female,1
40,190491,16434403,452,Yes,Graduate,Male,1
25,341701,16544820,399,Yes,Graduate,Male,1
55,266889,16561253,474,No,Graduate,Female,1
54,101110,16595982,465,Yes,Non-Graduate,Male,1
47,227968,16626198,444,Yes,Non-Graduate,Male,0
35,74225,16626818,543,Yes,Non-Graduate,Female,1
61,197274,16633683,758,Yes,Graduate,Male,0
39,214795,16654741,455,Yes,Graduate,Female,1
51,324082,16659919,658,Yes,Non-Graduate,Female,1
31,183639,16679382,783,No,Non-Graduate,Male,0
55,300195,16704935,700,Yes,Non-Graduate,Female,1
60,66418,16712269,329,Yes,Graduate,Male,0
37,72975,16718838,630,Yes,Non-Graduate,Male,0
45,279427,16757076,659,No,Graduate,Female,1
23,316618,16782468,634,No,Non-Graduate,Male,1
38,41438,16783349,497,Yes,Graduate,Female,0
44,74460,16866163,580,No,Graduate,Male,0
28,76096,16922240,471,No,Graduate,Male,0
60,333732,16948002,752,No,Graduate,Female,1
53,236682,16959723,499,Yes,Non-Graduate,Male,0
63,164811,16987427,619,No,Non-Graduate,Male,0
62,397078,17006378,704,Yes,Non-Graduate,Female,1
46,126311,17074465,810,No,Graduate,Female,1
56,210271,17099267,542,No,Non-Graduate,Male,1
25,88322,17137641,794,No,Graduate,Male,1
44,190863,17145278,501,Yes,Graduate,Male,1
39,278109,17161560,494,No,Graduate,Female,1
57,167735,17165571,686,Yes,Non-Graduate,Female,0
28,77939,17197491,554,Yes,Non-Graduate,Female,1
33,276427,17201615,545,No,Non-Graduate,Female,1
22,266200,17207810,568,Yes,Non-Graduate,Female,0
41,189330,17213708,333,Yes,Graduate,Female,1
26,373799,17272075,302,Yes,Graduate,Male,1
32,31332,17276184,349,No,Graduate,Male,0
45,341020,17283400,498,Yes,Graduate,Female,1
50,357570,17323104,520,No,Graduate,Female,1
54,68940,17335939,301,Yes,Non-Graduate,Female,0
37,321675,17346247,575,No,Graduate,Male,1
35,107580,17347859,475,No,Non-Graduate,Male,0
63,41182,17376045,722,No,Non-Graduate,Female,0
29,160183,17392966,491,No,Non-Graduate,Female,0
33,78382,17443444,485,No,Non-Graduate,Male,0
61,222821,17464767,633,No,Non-Graduate,Female,0
23,256495,17490861,773,No,Graduate,Female,0
43,200427,17492530,330,Yes,Non-Graduate,Male,1
57,338488,17514684,638,No,Non-Graduate,Male,1
46,233933,17603676,699,No,Non-Graduate,Male,1
59,115790,17611053,711,No,Non-Graduate,Female,1
43,252069,17629822,602,Yes,Graduate,Female,1
62,132752,17649435,676,Yes,Non-Graduate,Male,0
32,385543,17663254,808,Yes,Non-Graduate,Female,1
22,123463,17668253,333,Yes,Non-Graduate,Male,1
39,389061,17677864,577,Yes,Non-Graduate,Male,1
28,367855,17694867,833,No,Graduate,Male,1
52,155693,17709022,762,Yes,Non-Graduate,Female,1
23,320318,17739610,580,No,Non-Graduate,Male,1
63,205550,17745317,389,No,Non-Graduate,Female,1
29,252268,17761903,808,Yes,Non-Graduate,Female,1
55,234560,17769051,801,No,Non-Graduate,Male,1
58,382908,17777607,676,No,Graduate,Female,1
30,281084,17810021,463,Yes,Non-Graduate,Female,1
30,277450,17822427,782,Yes,Graduate,Female,1
25,112264,17838423,463,No,Graduate,Female,0
33,298026,17856842,617,No,Non-Graduate,Male,1
33,219591,17880781,668,No,Non-Graduate,Female,1
22,191172,17881312,303,Yes,Non-Graduate,Male,1
54,274797,17953155,526,No,Graduate,Male,1
40,72335,17960506,327,No,Graduate,Female,0
40,130957,17965858,718,Yes,Non-Graduate,Male,1
26,369317,17972838,842,No,Graduate,Male,1
49,291413,17981663,665,No,Non-Graduate,Male,1
59,172117,18020603,709,No,Graduate,Female,1
59,23626,18048884,619,Yes,Graduate,Female,0
49,245730,18067496,534,Yes,Non-Graduate,Male,0
29,252067,18122400,792,No,Non-Graduate,Male,1
36,52161,18125439,573,Yes,Non-Graduate,Male,0
58,151627,18129030,845,Yes,Non-Graduate,Male,0
55,141987,18131307,483,No,Non-Graduate,Male,1
38,387968,18142048,639,Yes,Graduate,Female,1
29,198901,18166449,555,No,Graduate,Female,1
60,350439,18181905,347,No,Graduate,Male,1
56,371910,18183383,764,No,Graduate,Male,1
61,121489,18264698,428,No,Graduate,Female,0
59,173778,18284332,328,Yes,Graduate,Female,0
60,27373,18286882,504,Yes,Graduate,Female,1
38,24331,18320971,513,Yes,Non-Graduate,Female,0
50,200074,18357713,521,Yes,Graduate,Female,0
27,249502,18361471,394,No,Graduate,Female,1
37,185278,18364343,344,No,Non-Graduate,Male,1
59,107132,18371297,387,Yes,Non-Graduate,Male,1
43,322240,18379426,824,No,Graduate,Male,1
31,150334,18393135,342,Yes,Graduate,Male,0
62,265488,18402487,627,No,Graduate,Male,1
33,90474,18458395,749,No,Graduate,Female,0
57,275493,18504570,724,Yes,Non-Graduate,Female,1
26,223975,18512049,582,No,Graduate,Female,1
38,53377,18549203,459,Yes,Graduate,Female,0
62,43548,18616426,803,Yes,Graduate,Male,1
39,43004,18633468,799,No,Graduate,Male,1
33,182023,18650248,442,Yes,Non-Graduate,Female,0
51,40460,18667630,377,No,Graduate,Male,1
21,160179,18671391,699,No,Graduate,Male,1
34,345188,18679724,479,Yes,Non-Graduate,Female,1
53,131426,18688953,828,No,Non-Graduate,Female,1
57,350511,18706614,304,Yes,Graduate,Female,1
40,161154,18714340,449,Yes,Non-Graduate,Male,0
50,289579,18734228,518,No,Non-Graduate,Male,1
39,195993,18745290,756,Yes,Non-Graduate,Female,1
46,376386,18752845,703,Yes,Non-Graduate,Female,1
29,235356,18792680,465,No,Graduate,Female,1
44,27265,18807364,498,No,Graduate,Male,0
46,343086,18813307,826,No,Graduate,Female,1
46,264942,18824991,833,Yes,Graduate,Female,1
29,330066,18877867,512,No,Graduate,Female,1
52,324566,18885167,312,Yes,Non-Graduate,Male,1
61,397082,18894935,649,Yes,Graduate,Female,1
46,104523,18979167,646,Yes,Graduate,Male,1
32,395146,18990104,410,Yes,Non-Graduate,Female,1
52,170953,18998196,704,No,Non-Graduate,Female,0
53,211313,19005155,392,Yes,Graduate,Male,1
40,24926,19014157,701,No,Non-Graduate,Female,0
54,99888,19047186,820,Yes,Graduate,Male,0
64,164962,19124315,837,Yes,Graduate,Female,1
59,342245,19155619,614,Yes,Graduate,Female,1
55,231428,19171488,486,Yes,Graduate,Female,1
64,76889,19177127,386,No,Non-Graduate,Male,0
49,33386,19179217,324,Yes,Non-Graduate,Female,0
41,191389,19179951,529,No,Graduate,Female,1
43,146519,19240255,407,No,Graduate,Male,0
22,329423,19249113,424,Yes,Non-Graduate,Male,1
52,277412,19254209,363,Yes,Non-Graduate,Female,0
28,176140,19299118,849,No,Non-Graduate,Female,1
48,79238,19300600,607,No,Graduate,Male,0
26,190363,19330466,470,No,Non-Graduate,Male,1
29,142019,19339408,680,No,Non-Graduate,Male,0
49,229087,19341509,601,No,Graduate,Female,1
42,359711,19349070,617,No,Graduate,Female,1
34,69699,19356611,640,Yes,Graduate,Female,0
